cme_id,speed,type,linked_events,start time
2012-10-27T16:25:00-CME-001,377.0,S,[{'activityID': '2012-10-31T15:00:00-IPS-001'}],"10/27/2012, 16:25:00"
2012-10-27T17:40:00-CME-001,420.0,S,[{'activityID': '2012-10-31T15:00:00-IPS-001'}],"10/27/2012, 17:40:00"
2012-10-28T09:54:00-CME-001,496.0,S,,"10/28/2012, 09:54:00"
2012-10-31T10:12:00-CME-001,310.0,S,,"10/31/2012, 10:12:00"
2012-10-31T19:54:00-CME-001,580.0,C,,"10/31/2012, 19:54:00"
2012-11-03T01:55:00-CME-001,317.0,S,,"11/03/2012, 01:55:00"
2012-11-03T05:36:00-CME-001,430.0,S,,"11/03/2012, 05:36:00"
2012-11-03T06:00:00-CME-001,500.0,C,,"11/03/2012, 06:00:00"
2012-11-07T03:36:00-CME-001,366.0,S,[{'activityID': '2012-11-10T22:30:00-IPS-001'}],"11/07/2012, 03:36:00"
2012-11-08T02:48:00-CME-001,680.0,C,,"11/08/2012, 02:48:00"
2012-11-08T11:09:00-CME-001,1285.0,O,"[{'activityID': '2012-11-08T02:09:00-FLR-001'}, {'activityID': '2012-11-08T11:55:00-SEP-001'}]","11/08/2012, 11:09:00"
2012-11-08T16:48:00-CME-001,530.0,C,[{'activityID': '2012-11-11T21:19:00-IPS-001'}],"11/08/2012, 16:48:00"
2012-11-08T20:24:00-CME-001,752.0,C,[{'activityID': '2012-11-11T21:19:00-IPS-001'}],"11/08/2012, 20:24:00"
2012-11-09T01:25:00-CME-001,617.0,C,,"11/09/2012, 01:25:00"
2012-11-09T15:24:00-CME-001,570.0,C,"[{'activityID': '2012-11-12T22:15:00-IPS-001'}, {'activityID': '2012-11-14T01:30:00-GST-001'}]","11/09/2012, 15:24:00"
2012-11-10T05:39:00-CME-001,900.0,C,,"11/10/2012, 05:39:00"
2012-11-10T14:48:00-CME-001,400.0,S,,"11/10/2012, 14:48:00"
2012-11-11T04:09:00-CME-001,650.0,C,,"11/11/2012, 04:09:00"
2012-11-13T00:50:00-CME-001,556.0,C,,"11/13/2012, 00:50:00"
2012-11-13T06:12:00-CME-001,834.0,C,,"11/13/2012, 06:12:00"
2012-11-14T03:12:00-CME-001,276.0,S,,"11/14/2012, 03:12:00"
2012-11-14T04:36:00-CME-001,642.0,C,,"11/14/2012, 04:36:00"
2012-11-14T14:12:00-CME-001,392.0,S,,"11/14/2012, 14:12:00"
2012-11-16T01:25:00-CME-001,643.0,C,,"11/16/2012, 01:25:00"
2012-11-16T07:24:00-CME-001,707.0,C,,"11/16/2012, 07:24:00"
2012-11-18T21:24:00-CME-001,496.0,S,,"11/18/2012, 21:24:00"
2012-11-20T12:09:00-CME-001,725.0,C,"[{'activityID': '2012-11-21T06:07:00-IPS-001'}, {'activityID': '2012-11-23T18:27:00-IPS-001'}, {'activityID': '2012-11-23T21:10:00-IPS-001'}]","11/20/2012, 12:09:00"
2012-11-21T04:24:00-CME-001,730.0,C,,"11/21/2012, 04:24:00"
2012-11-21T09:07:00-CME-001,351.0,S,,"11/21/2012, 09:07:00"
2012-11-21T16:24:00-CME-001,850.0,C,[{'activityID': '2012-11-21T15:10:00-FLR-001'}],"11/21/2012, 16:24:00"
2012-11-22T00:36:00-CME-001,530.0,C,,"11/22/2012, 00:36:00"
2012-11-22T10:00:00-CME-001,500.0,C,,"11/22/2012, 10:00:00"
2012-11-23T09:54:00-CME-001,440.0,S,,"11/23/2012, 09:54:00"
2012-11-23T11:39:00-CME-001,342.0,S,,"11/23/2012, 11:39:00"
2012-11-23T13:54:00-CME-001,610.0,C,[{'activityID': '2012-11-26T12:00:00-IPS-001'}],"11/23/2012, 13:54:00"
2012-11-23T23:25:00-CME-001,975.0,C,,"11/23/2012, 23:25:00"
2012-11-26T21:54:00-CME-001,272.0,S,,"11/26/2012, 21:54:00"
2012-11-27T02:48:00-CME-001,760.0,C,,"11/27/2012, 02:48:00"
2012-12-02T10:40:00-CME-001,470.0,S,,"12/02/2012, 10:40:00"
2012-12-02T16:24:00-CME-001,820.0,C,,"12/02/2012, 16:24:00"
2012-12-04T07:24:00-CME-001,315.0,S,,"12/04/2012, 07:24:00"
2012-12-05T00:48:00-CME-001,507.0,C,,"12/05/2012, 00:48:00"
2012-12-05T13:25:00-CME-001,336.0,S,,"12/05/2012, 13:25:00"
2012-12-06T03:12:00-CME-001,470.0,S,,"12/06/2012, 03:12:00"
2012-12-06T21:54:00-CME-001,659.0,C,,"12/06/2012, 21:54:00"
2012-12-07T10:00:00-CME-001,734.0,C,,"12/07/2012, 10:00:00"
2012-12-10T15:15:00-CME-001,450.0,S,,"12/10/2012, 15:15:00"
2012-12-14T02:24:00-CME-001,900.0,C,,"12/14/2012, 02:24:00"
2012-12-14T05:24:00-CME-001,558.0,C,,"12/14/2012, 05:24:00"
2012-12-15T01:48:00-CME-001,700.0,C,,"12/15/2012, 01:48:00"
2012-12-20T15:09:00-CME-001,550.0,C,[{'activityID': '2012-12-25T00:37:00-IPS-001'}],"12/20/2012, 15:09:00"
2012-12-20T23:06:00-CME-001,575.0,C,,"12/20/2012, 23:06:00"
2012-12-22T04:24:00-CME-001,400.0,S,,"12/22/2012, 04:24:00"
2012-12-22T09:48:00-CME-001,410.0,S,,"12/22/2012, 09:48:00"
2012-12-27T22:09:00-CME-001,418.0,S,,"12/27/2012, 22:09:00"
2012-12-28T00:25:00-CME-001,440.0,S,,"12/28/2012, 00:25:00"
2013-01-04T09:39:00-CME-001,360.0,S,,"01/04/2013, 09:39:00"
2013-01-04T14:24:00-CME-001,375.0,S,,"01/04/2013, 14:24:00"
2013-01-06T05:48:00-CME-001,520.0,C,[{'activityID': '2013-01-09T02:25:00-IPS-001'}],"01/06/2013, 05:48:00"
2013-01-07T11:24:00-CME-001,359.0,S,,"01/07/2013, 11:24:00"
2013-01-10T00:00:00-CME-001,244.0,S,,"01/10/2013, 00:00:00"
2013-01-11T01:09:00-CME-001,685.0,C,,"01/11/2013, 01:09:00"
2013-01-11T23:55:00-CME-001,325.0,S,,"01/11/2013, 23:55:00"
2013-01-13T07:24:00-CME-001,447.0,S,[{'activityID': '2013-01-17T16:00:00-IPS-001'}],"01/13/2013, 07:24:00"
2013-01-15T08:24:00-CME-001,450.0,S,,"01/15/2013, 08:24:00"
2013-01-16T19:08:00-CME-001,723.0,C,,"01/16/2013, 19:08:00"
2013-01-21T08:48:00-CME-001,530.0,C,,"01/21/2013, 08:48:00"
2013-01-22T05:48:00-CME-001,550.0,C,,"01/22/2013, 05:48:00"
2013-01-23T04:00:00-CME-001,510.0,C,,"01/23/2013, 04:00:00"
2013-01-23T14:55:00-CME-001,600.0,C,,"01/23/2013, 14:55:00"
2013-01-28T23:48:00-CME-001,350.0,S,,"01/28/2013, 23:48:00"
2013-01-30T13:48:00-CME-001,355.0,S,,"01/30/2013, 13:48:00"
2013-01-31T07:09:00-CME-001,925.0,C,,"01/31/2013, 07:09:00"
2013-01-31T17:12:00-CME-001,576.0,C,,"01/31/2013, 17:12:00"
2013-02-01T22:12:00-CME-001,625.0,C,,"02/01/2013, 22:12:00"
2013-02-02T10:24:00-CME-001,320.0,S,,"02/02/2013, 10:24:00"
2013-02-03T08:24:00-CME-001,740.0,C,,"02/03/2013, 08:24:00"
2013-02-06T00:36:00-CME-001,1226.0,O,,"02/06/2013, 00:36:00"
2013-02-06T03:36:00-CME-001,582.0,C,,"02/06/2013, 03:36:00"
2013-02-08T23:12:00-CME-001,436.0,S,,"02/08/2013, 23:12:00"
2013-02-09T07:30:00-CME-001,825.0,C,,"02/09/2013, 07:30:00"
2013-02-13T00:00:00-CME-001,1100.0,O,,"02/13/2013, 00:00:00"
2013-02-13T00:00:00-CME-002,500.0,C,,"02/13/2013, 00:00:00"
2013-02-14T05:09:00-CME-001,822.0,C,,"02/14/2013, 05:09:00"
2013-02-14T23:12:00-CME-001,797.0,C,,"02/14/2013, 23:12:00"
2013-02-15T17:48:00-CME-001,550.0,C,,"02/15/2013, 17:48:00"
2013-02-17T02:24:00-CME-001,565.0,C,,"02/17/2013, 02:24:00"
2013-02-19T06:09:00-CME-001,525.0,C,,"02/19/2013, 06:09:00"
2013-02-22T05:36:00-CME-001,810.0,C,,"02/22/2013, 05:36:00"
2013-02-23T06:30:00-CME-001,450.0,S,,"02/23/2013, 06:30:00"
2013-02-23T22:12:00-CME-001,430.0,S,,"02/23/2013, 22:12:00"
2013-02-25T06:09:00-CME-001,730.0,C,,"02/25/2013, 06:09:00"
2013-02-26T10:09:00-CME-001,900.0,C,[{'activityID': '2013-02-28T21:14:00-IPS-001'}],"02/26/2013, 10:09:00"
2013-02-26T14:06:00-CME-001,450.0,S,,"02/26/2013, 14:06:00"
2013-02-27T06:18:00-CME-001,621.0,C,,"02/27/2013, 06:18:00"
2013-02-28T01:25:00-CME-001,357.0,S,,"02/28/2013, 01:25:00"
2013-03-05T04:24:00-CME-001,1900.0,O,"[{'activityID': '2013-03-05T22:57:00-SEP-001'}, {'activityID': '2013-03-07T12:23:00-IPS-001'}]","03/05/2013, 04:24:00"
2013-03-06T08:09:00-CME-001,691.0,C,,"03/06/2013, 08:09:00"
2013-03-07T00:00:00-CME-001,450.0,S,,"03/07/2013, 00:00:00"
2013-03-12T10:54:00-CME-001,660.0,C,,"03/12/2013, 10:54:00"
2013-03-13T00:36:00-CME-001,680.0,C,,"03/13/2013, 00:36:00"
2013-03-15T06:54:00-CME-001,1485.0,O,"[{'activityID': '2013-03-15T05:51:00-FLR-001'}, {'activityID': '2013-03-16T10:00:00-SEP-001'}, {'activityID': '2013-03-16T19:05:00-SEP-001'}, {'activityID': '2013-03-17T05:59:00-IPS-001'}, {'activityID': '2013-03-17T06:00:00-GST-001'}]","03/15/2013, 06:54:00"
2013-03-16T14:39:00-CME-001,873.0,C,,"03/16/2013, 14:39:00"
2013-03-17T16:00:00-CME-001,520.0,C,,"03/17/2013, 16:00:00"
2013-03-17T18:23:00-CME-001,450.0,S,,"03/17/2013, 18:23:00"
2013-03-19T10:55:00-CME-001,540.0,C,,"03/19/2013, 10:55:00"
2013-03-21T22:36:00-CME-001,633.0,C,,"03/21/2013, 22:36:00"
2013-03-23T12:39:00-CME-001,1200.0,O,,"03/23/2013, 12:39:00"
2013-04-05T07:54:00-CME-001,520.0,C,[{'activityID': '2013-04-09T23:40:00-IPS-001'}],"04/05/2013, 07:54:00"
2013-04-06T12:00:00-CME-001,520.0,C,,"04/06/2013, 12:00:00"
2013-04-08T08:36:00-CME-001,650.0,C,,"04/08/2013, 08:36:00"
2013-04-11T07:36:00-CME-001,675.0,C,"[{'activityID': '2013-04-11T06:55:00-FLR-001'}, {'activityID': '2013-04-11T08:12:00-SEP-001'}, {'activityID': '2013-04-11T09:30:00-SEP-001'}, {'activityID': '2013-04-11T10:10:00-SEP-001'}, {'activityID': '2013-04-13T22:12:00-IPS-001'}]","04/11/2013, 07:36:00"
2013-04-12T03:12:00-CME-001,440.0,S,,"04/12/2013, 03:12:00"
2013-04-18T18:36:00-CME-001,493.0,S,,"04/18/2013, 18:36:00"
2013-04-20T06:54:00-CME-001,800.0,C,"[{'activityID': '2013-04-21T06:42:00-IPS-001'}, {'activityID': '2013-04-22T10:08:00-IPS-001'}]","04/20/2013, 06:54:00"
2013-04-21T07:54:00-CME-001,880.0,C,"[{'activityID': '2013-04-22T05:50:00-IPS-001'}, {'activityID': '2013-04-22T10:08:00-IPS-001'}]","04/21/2013, 07:54:00"
2013-04-21T16:39:00-CME-001,1000.0,O,,"04/21/2013, 16:39:00"
2013-04-22T16:48:00-CME-001,380.0,S,,"04/22/2013, 16:48:00"
2013-04-23T20:54:00-CME-001,400.0,S,,"04/23/2013, 20:54:00"
2013-04-25T01:30:00-CME-001,815.0,C,[{'activityID': '2013-04-27T04:19:00-IPS-001'}],"04/25/2013, 01:30:00"
2013-04-25T09:24:00-CME-001,880.0,C,[{'activityID': '2013-04-27T23:32:00-IPS-001'}],"04/25/2013, 09:24:00"
2013-04-26T22:00:00-CME-001,493.0,S,,"04/26/2013, 22:00:00"
2013-04-28T13:25:00-CME-001,450.0,S,,"04/28/2013, 13:25:00"
2013-04-30T00:24:00-CME-001,435.0,S,[{'activityID': '2013-05-01T05:45:00-IPS-001'}],"04/30/2013, 00:24:00"
2013-05-01T03:12:00-CME-001,860.0,C,[{'activityID': '2013-05-04T04:52:00-IPS-001'}],"05/01/2013, 03:12:00"
2013-05-02T05:24:00-CME-001,395.0,S,,"05/02/2013, 05:24:00"
2013-05-02T14:36:00-CME-001,350.0,S,,"05/02/2013, 14:36:00"
2013-05-03T18:00:00-CME-001,650.0,C,,"05/03/2013, 18:00:00"
2013-05-03T22:36:00-CME-001,520.0,C,[{'activityID': '2013-05-07T04:37:00-IPS-001'}],"05/03/2013, 22:36:00"
2013-05-06T14:36:00-CME-001,410.0,S,,"05/06/2013, 14:36:00"
2013-05-08T12:39:00-CME-001,630.0,C,,"05/08/2013, 12:39:00"
2013-05-09T19:29:00-CME-001,555.0,C,[{'activityID': '2013-05-12T23:30:00-IPS-001'}],"05/09/2013, 19:29:00"
2013-05-10T19:12:00-CME-001,575.0,C,,"05/10/2013, 19:12:00"
2013-05-11T23:54:00-CME-001,700.0,C,,"05/11/2013, 23:54:00"
2013-05-13T02:54:00-CME-001,1200.0,O,"[{'activityID': '2013-05-13T01:53:00-FLR-001'}, {'activityID': '2013-05-13T04:12:00-SEP-001'}]","05/13/2013, 02:54:00"
2013-05-13T08:54:00-CME-001,570.0,C,,"05/13/2013, 08:54:00"
2013-05-13T08:54:00-CME-002,330.0,S,,"05/13/2013, 08:54:00"
2013-05-13T16:18:00-CME-001,1900.0,O,"[{'activityID': '2013-05-13T15:40:00-FLR-001'}, {'activityID': '2013-05-13T18:02:00-SEP-001'}]","05/13/2013, 16:18:00"
2013-05-14T01:30:00-CME-001,2200.0,R,[{'activityID': '2013-05-14T01:00:00-FLR-001'}],"05/14/2013, 01:30:00"
2013-05-15T02:18:00-CME-001,1100.0,O,"[{'activityID': '2013-05-15T01:25:00-FLR-001'}, {'activityID': '2013-05-15T13:25:00-SEP-001'}, {'activityID': '2013-05-18T00:23:00-IPS-001'}]","05/15/2013, 02:18:00"
2013-05-16T08:24:00-CME-001,1054.0,O,,"05/16/2013, 08:24:00"
2013-05-17T09:24:00-CME-001,1400.0,O,[{'activityID': '2013-05-19T22:20:00-IPS-001'}],"05/17/2013, 09:24:00"
2013-05-18T03:24:00-CME-001,304.0,S,[{'activityID': '2013-05-19T18:53:00-IPS-001'}],"05/18/2013, 03:24:00"
2013-05-21T02:36:00-CME-001,800.0,C,,"05/21/2013, 02:36:00"
2013-05-22T09:12:00-CME-001,650.0,C,[{'activityID': '2013-05-25T20:00:00-IPS-001'}],"05/22/2013, 09:12:00"
2013-05-22T13:24:00-CME-001,1200.0,O,"[{'activityID': '2013-05-22T12:30:00-FLR-001'}, {'activityID': '2013-05-22T15:05:00-SEP-001'}, {'activityID': '2013-05-22T15:05:00-SEP-002'}, {'activityID': '2013-05-22T15:30:00-SEP-001'}, {'activityID': '2013-05-24T17:35:00-IPS-001'}, {'activityID': '2013-05-28T13:00:00-RBE-001'}]","05/22/2013, 13:24:00"
2013-05-26T19:24:00-CME-001,879.0,C,[{'activityID': '2013-05-29T12:00:00-IPS-001'}],"05/26/2013, 19:24:00"
2013-05-30T02:24:00-CME-001,420.0,S,,"05/30/2013, 02:24:00"
2013-05-30T13:39:00-CME-001,464.0,S,,"05/30/2013, 13:39:00"
2013-05-31T06:39:00-CME-001,870.0,C,,"05/31/2013, 06:39:00"
2013-06-02T20:24:00-CME-001,300.0,S,[{'activityID': '2013-06-07T03:00:00-GST-001'}],"06/02/2013, 20:24:00"
2013-06-04T23:36:00-CME-001,600.0,C,,"06/04/2013, 23:36:00"
2013-06-05T09:12:00-CME-001,610.0,C,,"06/05/2013, 09:12:00"
2013-06-07T23:54:00-CME-001,590.0,C,,"06/07/2013, 23:54:00"
2013-06-11T03:48:00-CME-001,360.0,S,,"06/11/2013, 03:48:00"
2013-06-11T18:39:00-CME-001,920.0,C,,"06/11/2013, 18:39:00"
2013-06-13T04:09:00-CME-001,1253.0,O,,"06/13/2013, 04:09:00"
2013-06-13T15:30:00-CME-001,441.0,S,,"06/13/2013, 15:30:00"
2013-06-16T01:36:00-CME-001,350.0,S,,"06/16/2013, 01:36:00"
2013-06-16T14:00:00-CME-001,800.0,C,[{'activityID': '2013-06-19T15:08:00-IPS-001'}],"06/16/2013, 14:00:00"
2013-06-16T20:48:00-CME-001,765.0,C,[{'activityID': '2013-06-20T11:13:00-IPS-001'}],"06/16/2013, 20:48:00"
2013-06-18T01:54:00-CME-001,1000.0,O,,"06/18/2013, 01:54:00"
2013-06-18T05:18:00-CME-001,660.0,C,,"06/18/2013, 05:18:00"
2013-06-19T03:48:00-CME-001,500.0,C,,"06/19/2013, 03:48:00"
2013-06-20T13:24:00-CME-001,682.0,C,,"06/20/2013, 13:24:00"
2013-06-21T03:24:00-CME-001,1970.0,O,"[{'activityID': '2013-06-21T17:37:00-IPS-001'}, {'activityID': '2013-06-23T20:10:00-SEP-001'}]","06/21/2013, 03:24:00"
2013-06-22T14:06:00-CME-001,450.0,S,,"06/22/2013, 14:06:00"
2013-06-24T03:54:00-CME-001,732.0,C,[{'activityID': '2013-06-27T16:17:00-IPS-001'}],"06/24/2013, 03:54:00"
2013-06-25T11:54:00-CME-001,600.0,C,,"06/25/2013, 11:54:00"
2013-06-26T09:39:00-CME-001,540.0,C,,"06/26/2013, 09:39:00"
2013-06-27T20:24:00-CME-001,751.0,C,,"06/27/2013, 20:24:00"
2013-06-28T01:54:00-CME-001,1200.0,O,,"06/28/2013, 01:54:00"
2013-06-30T02:24:00-CME-001,440.0,S,,"06/30/2013, 02:24:00"
2013-07-01T21:09:00-CME-001,915.0,C,"[{'activityID': '2013-07-05T01:00:00-IPS-001'}, {'activityID': '2013-07-05T07:04:00-IPS-001'}]","07/01/2013, 21:09:00"
2013-07-03T00:36:00-CME-001,450.0,S,,"07/03/2013, 00:36:00"
2013-07-03T07:54:00-CME-001,700.0,C,,"07/03/2013, 07:54:00"
2013-07-04T21:42:00-CME-001,600.0,C,,"07/04/2013, 21:42:00"
2013-07-06T19:39:00-CME-001,379.0,S,,"07/06/2013, 19:39:00"
2013-07-09T15:09:00-CME-001,600.0,C,"[{'activityID': '2013-07-11T01:05:00-IPS-001'}, {'activityID': '2013-07-12T11:00:00-RBE-001'}, {'activityID': '2013-07-12T17:14:00-IPS-001'}]","07/09/2013, 15:09:00"
2013-07-15T05:24:00-CME-001,391.0,S,,"07/15/2013, 05:24:00"
2013-07-15T13:39:00-CME-001,278.0,S,,"07/15/2013, 13:39:00"
2013-07-16T04:09:00-CME-001,900.0,C,,"07/16/2013, 04:09:00"
2013-07-16T04:24:00-CME-001,380.0,S,,"07/16/2013, 04:24:00"
2013-07-16T09:54:00-CME-001,270.0,S,,"07/16/2013, 09:54:00"
2013-07-16T19:12:00-CME-001,360.0,S,,"07/16/2013, 19:12:00"
2013-07-17T06:39:00-CME-001,437.0,S,,"07/17/2013, 06:39:00"
2013-07-18T19:30:00-CME-001,425.0,S,,"07/18/2013, 19:30:00"
2013-07-18T20:42:00-CME-001,900.0,C,,"07/18/2013, 20:42:00"
2013-07-21T08:50:00-CME-001,300.0,S,,"07/21/2013, 08:50:00"
2013-07-22T06:24:00-CME-001,1000.0,O,,"07/22/2013, 06:24:00"
2013-07-22T19:24:00-CME-001,700.0,C,[{'activityID': '2013-07-25T06:12:00-IPS-001'}],"07/22/2013, 19:24:00"
2013-07-25T03:12:00-CME-001,475.0,S,,"07/25/2013, 03:12:00"
2013-07-26T08:24:00-CME-001,850.0,C,,"07/26/2013, 08:24:00"
2013-07-26T19:24:00-CME-001,830.0,C,,"07/26/2013, 19:24:00"
2013-07-28T11:24:00-CME-001,580.0,C,,"07/28/2013, 11:24:00"
2013-07-28T16:39:00-CME-001,541.0,C,,"07/28/2013, 16:39:00"
2013-07-29T10:54:00-CME-001,407.0,S,,"07/29/2013, 10:54:00"
2013-07-29T13:09:00-CME-001,675.0,C,,"07/29/2013, 13:09:00"
2013-07-29T15:39:00-CME-001,419.0,S,,"07/29/2013, 15:39:00"
2013-07-30T12:09:00-CME-001,540.0,C,,"07/30/2013, 12:09:00"
2013-08-02T14:24:00-CME-001,750.0,C,,"08/02/2013, 14:24:00"
2013-08-06T02:12:00-CME-001,500.0,C,,"08/06/2013, 02:12:00"
2013-08-06T02:24:00-CME-002,550.0,C,,"08/06/2013, 02:24:00"
2013-08-06T03:24:00-CME-001,750.0,C,[{'activityID': '2013-08-10T09:16:00-IPS-001'}],"08/06/2013, 03:24:00"
2013-08-06T19:09:00-CME-001,514.0,C,,"08/06/2013, 19:09:00"
2013-08-07T18:36:00-CME-001,644.0,C,,"08/07/2013, 18:36:00"
2013-08-08T23:54:00-CME-001,349.0,S,,"08/08/2013, 23:54:00"
2013-08-09T00:24:00-CME-001,505.0,C,,"08/09/2013, 00:24:00"
2013-08-10T10:09:00-CME-001,530.0,C,,"08/10/2013, 10:09:00"
2013-08-14T22:00:00-CME-001,300.0,S,,"08/14/2013, 22:00:00"
2013-08-15T18:24:00-CME-001,300.0,S,,"08/15/2013, 18:24:00"
2013-08-16T11:39:00-CME-001,1000.0,O,,"08/16/2013, 11:39:00"
2013-08-16T16:24:00-CME-001,694.0,C,,"08/16/2013, 16:24:00"
2013-08-17T01:48:00-CME-001,425.0,S,,"08/17/2013, 01:48:00"
2013-08-17T19:24:00-CME-001,1081.0,O,,"08/17/2013, 19:24:00"
2013-08-19T23:12:00-CME-001,1200.0,O,"[{'activityID': '2013-08-20T12:41:00-IPS-001'}, {'activityID': '2013-08-22T02:10:00-IPS-001'}, {'activityID': '2013-08-22T07:05:00-IPS-001'}]","08/19/2013, 23:12:00"
2013-08-20T08:24:00-CME-001,917.0,C,[{'activityID': '2013-08-22T19:26:00-IPS-001'}],"08/20/2013, 08:24:00"
2013-08-21T05:09:00-CME-001,610.0,C,[{'activityID': '2013-08-24T00:03:00-IPS-001'}],"08/21/2013, 05:09:00"
2013-08-22T09:24:00-CME-001,460.0,S,,"08/22/2013, 09:24:00"
2013-08-23T00:48:00-CME-001,670.0,C,,"08/23/2013, 00:48:00"
2013-08-25T19:54:00-CME-001,448.0,S,,"08/25/2013, 19:54:00"
2013-08-27T01:25:00-CME-001,460.0,S,,"08/27/2013, 01:25:00"
2013-08-27T17:06:00-CME-001,500.0,C,,"08/27/2013, 17:06:00"
2013-08-28T05:36:00-CME-001,520.0,C,,"08/28/2013, 05:36:00"
2013-08-28T11:24:00-CME-001,245.0,S,,"08/28/2013, 11:24:00"
2013-08-28T13:42:00-CME-001,430.0,S,,"08/28/2013, 13:42:00"
2013-08-28T15:36:00-CME-001,622.0,C,,"08/28/2013, 15:36:00"
2013-08-28T16:00:00-CME-001,860.0,C,,"08/28/2013, 16:00:00"
2013-08-29T06:00:00-CME-001,705.0,C,,"08/29/2013, 06:00:00"
2013-08-29T19:54:00-CME-001,550.0,C,,"08/29/2013, 19:54:00"
2013-08-30T02:48:00-CME-001,878.0,C,,"08/30/2013, 02:48:00"
2013-08-30T18:48:00-CME-001,494.0,S,,"08/30/2013, 18:48:00"
2013-08-30T23:39:00-CME-001,417.0,S,,"08/30/2013, 23:39:00"
2013-08-31T20:24:00-CME-001,590.0,C,,"08/31/2013, 20:24:00"
2013-09-02T04:24:00-CME-001,340.0,S,,"09/02/2013, 04:24:00"
2013-09-02T19:54:00-CME-001,672.0,C,,"09/02/2013, 19:54:00"
2013-09-04T06:24:00-CME-001,400.0,S,,"09/04/2013, 06:24:00"
2013-09-04T13:09:00-CME-001,850.0,C,[{'activityID': '2013-09-05T13:39:00-IPS-001'}],"09/04/2013, 13:09:00"
2013-09-04T23:12:00-CME-001,514.0,C,,"09/04/2013, 23:12:00"
2013-09-06T20:48:00-CME-001,750.0,C,[{'activityID': '2013-09-09T14:32:00-IPS-001'}],"09/06/2013, 20:48:00"
2013-09-07T04:36:00-CME-001,430.0,S,,"09/07/2013, 04:36:00"
2013-09-08T18:36:00-CME-001,326.0,S,,"09/08/2013, 18:36:00"
2013-09-10T13:25:00-CME-001,600.0,C,,"09/10/2013, 13:25:00"
2013-09-11T09:24:00-CME-001,597.0,C,[{'activityID': '2013-09-12T23:36:00-IPS-001'}],"09/11/2013, 09:24:00"
2013-09-11T23:12:00-CME-001,299.0,S,,"09/11/2013, 23:12:00"
2013-09-12T21:17:00-CME-001,580.0,C,,"09/12/2013, 21:17:00"
2013-09-12T23:12:00-CME-001,300.0,S,,"09/12/2013, 23:12:00"
2013-09-14T06:39:00-CME-001,370.0,S,,"09/14/2013, 06:39:00"
2013-09-14T12:24:00-CME-001,543.0,C,,"09/14/2013, 12:24:00"
2013-09-15T01:36:00-CME-001,265.0,S,,"09/15/2013, 01:36:00"
2013-09-15T03:24:00-CME-001,463.0,S,,"09/15/2013, 03:24:00"
2013-09-15T05:24:00-CME-001,469.0,S,,"09/15/2013, 05:24:00"
2013-09-17T14:54:00-CME-001,387.0,S,,"09/17/2013, 14:54:00"
2013-09-18T13:36:00-CME-001,475.0,S,,"09/18/2013, 13:36:00"
2013-09-19T03:48:00-CME-001,329.0,S,,"09/19/2013, 03:48:00"
2013-09-21T02:48:00-CME-001,371.0,S,,"09/21/2013, 02:48:00"
2013-09-21T05:48:00-CME-001,571.0,C,,"09/21/2013, 05:48:00"
2013-09-22T05:24:00-CME-001,530.0,C,,"09/22/2013, 05:24:00"
2013-09-23T10:54:00-CME-001,371.0,S,,"09/23/2013, 10:54:00"
2013-09-23T20:54:00-CME-001,667.0,C,,"09/23/2013, 20:54:00"
2013-09-24T21:09:00-CME-001,900.0,C,,"09/24/2013, 21:09:00"
2013-09-29T22:40:00-CME-001,1100.0,O,"[{'activityID': '2013-09-30T05:05:00-SEP-001'}, {'activityID': '2013-10-02T01:54:00-IPS-001'}, {'activityID': '2013-10-02T02:47:00-MPC-001'}, {'activityID': '2013-10-02T03:00:00-GST-001'}]","09/29/2013, 22:40:00"
2013-10-01T03:39:00-CME-001,250.0,S,,"10/01/2013, 03:39:00"
2013-10-02T21:09:00-CME-001,530.0,C,,"10/02/2013, 21:09:00"
2013-10-03T00:12:00-CME-001,700.0,C,,"10/03/2013, 00:12:00"
2013-10-03T04:12:00-CME-001,400.0,S,,"10/03/2013, 04:12:00"
2013-10-04T10:54:00-CME-001,335.0,S,[{'activityID': '2013-10-08T04:54:00-IPS-001'}],"10/04/2013, 10:54:00"
2013-10-04T19:18:00-CME-001,330.0,S,[{'activityID': '2013-10-08T04:54:00-IPS-001'}],"10/04/2013, 19:18:00"
2013-10-05T07:09:00-CME-001,1000.0,O,"[{'activityID': '2013-10-05T12:55:00-SEP-001'}, {'activityID': '2013-10-08T04:54:00-IPS-001'}]","10/05/2013, 07:09:00"
2013-10-06T14:39:00-CME-001,790.0,C,[{'activityID': '2013-10-08T20:20:00-IPS-001'}],"10/06/2013, 14:39:00"
2013-10-08T08:24:00-CME-001,530.0,C,,"10/08/2013, 08:24:00"
2013-10-08T22:54:00-CME-001,400.0,S,,"10/08/2013, 22:54:00"
2013-10-09T03:30:00-CME-001,300.0,S,,"10/09/2013, 03:30:00"
2013-10-09T17:24:00-CME-001,400.0,S,,"10/09/2013, 17:24:00"
2013-10-09T22:00:00-CME-001,490.0,S,,"10/09/2013, 22:00:00"
2013-10-11T02:24:00-CME-001,300.0,S,,"10/11/2013, 02:24:00"
2013-10-11T07:24:00-CME-001,780.0,C,"[{'activityID': '2013-10-11T08:17:00-SEP-001'}, {'activityID': '2013-10-11T11:46:00-SEP-001'}]","10/11/2013, 07:24:00"
