cme_id,speed,type,linked_events,start time
2014-07-01T22:36:00-CME-001,300.0,S,,"07/01/2014, 22:36:00"
2014-07-02T00:12:00-CME-001,600.0,C,,"07/02/2014, 00:12:00"
2014-07-02T14:24:00-CME-001,440.0,S,[{'activityID': '2014-07-06T09:41:00-IPS-001'}],"07/02/2014, 14:24:00"
2014-07-03T03:36:00-CME-001,265.0,S,,"07/03/2014, 03:36:00"
2014-07-03T04:00:00-CME-001,1315.0,O,,"07/03/2014, 04:00:00"
2014-07-05T23:36:00-CME-001,,NA,,"07/05/2014, 23:36:00"
2014-07-06T05:12:00-CME-001,407.0,S,,"07/06/2014, 05:12:00"
2014-07-06T20:24:00-CME-001,201.0,S,,"07/06/2014, 20:24:00"
2014-07-06T23:48:00-CME-001,395.0,S,,"07/06/2014, 23:48:00"
2014-07-07T01:36:00-CME-001,365.0,S,,"07/07/2014, 01:36:00"
2014-07-08T09:48:00-CME-001,270.0,S,,"07/08/2014, 09:48:00"
2014-07-08T16:54:00-CME-001,725.0,C,[{'activityID': '2014-07-08T16:08:00-FLR-001'}],"07/08/2014, 16:54:00"
2014-07-09T21:24:00-CME-001,662.0,C,,"07/09/2014, 21:24:00"
2014-07-10T07:24:00-CME-001,1015.0,O,[{'activityID': '2014-07-12T07:30:00-IPS-001'}],"07/10/2014, 07:24:00"
2014-07-10T15:39:00-CME-001,260.0,S,,"07/10/2014, 15:39:00"
2014-07-10T23:12:00-CME-001,266.0,S,,"07/10/2014, 23:12:00"
2014-07-11T09:24:00-CME-001,815.0,C,,"07/11/2014, 09:24:00"
2014-07-11T11:24:00-CME-001,600.0,C,[{'activityID': '2014-07-14T13:29:00-IPS-001'}],"07/11/2014, 11:24:00"
2014-07-13T18:48:00-CME-001,207.0,S,,"07/13/2014, 18:48:00"
2014-07-14T13:23:00-CME-001,,NA,,"07/14/2014, 13:23:00"
2014-07-18T04:49:00-CME-001,337.0,S,,"07/18/2014, 04:49:00"
2014-07-19T00:24:00-CME-001,675.0,C,,"07/19/2014, 00:24:00"
2014-07-19T07:48:00-CME-001,396.0,S,,"07/19/2014, 07:48:00"
2014-07-20T03:24:00-CME-001,470.0,S,,"07/20/2014, 03:24:00"
2014-07-21T05:12:00-CME-001,240.0,S,,"07/21/2014, 05:12:00"
2014-07-22T04:36:00-CME-001,300.0,S,,"07/22/2014, 04:36:00"
2014-07-22T09:48:00-CME-001,370.0,S,,"07/22/2014, 09:48:00"
2014-07-22T18:39:00-CME-001,476.0,S,,"07/22/2014, 18:39:00"
2014-07-23T08:12:00-CME-001,,NA,,"07/23/2014, 08:12:00"
2014-07-24T01:25:00-CME-001,564.0,C,,"07/24/2014, 01:25:00"
2014-07-24T09:24:00-CME-001,560.0,C,[{'activityID': '2014-07-27T16:30:00-IPS-001'}],"07/24/2014, 09:24:00"
2014-07-24T17:24:00-CME-001,,NA,,"07/24/2014, 17:24:00"
2014-07-24T20:54:00-CME-001,283.0,S,,"07/24/2014, 20:54:00"
2014-07-26T00:54:00-CME-001,360.0,S,[{'activityID': '2014-07-30T12:00:00-IPS-001'}],"07/26/2014, 00:54:00"
2014-07-26T15:54:00-CME-001,450.0,S,[{'activityID': '2014-07-27T16:01:00-IPS-001'}],"07/26/2014, 15:54:00"
2014-07-28T14:19:00-CME-001,662.0,C,,"07/28/2014, 14:19:00"
2014-07-29T08:00:00-CME-001,195.0,S,,"07/29/2014, 08:00:00"
2014-07-30T01:25:00-CME-001,510.0,C,,"07/30/2014, 01:25:00"
2014-07-30T07:00:00-CME-001,620.0,C,,"07/30/2014, 07:00:00"
2014-07-30T10:36:00-CME-001,425.0,S,,"07/30/2014, 10:36:00"
2014-07-30T13:54:00-CME-001,450.0,S,,"07/30/2014, 13:54:00"
2014-07-30T16:36:00-CME-001,700.0,C,,"07/30/2014, 16:36:00"
2014-07-30T18:39:00-CME-001,300.0,S,,"07/30/2014, 18:39:00"
2014-07-31T01:25:00-CME-001,242.0,S,,"07/31/2014, 01:25:00"
2014-07-31T21:12:00-CME-001,338.0,S,,"07/31/2014, 21:12:00"
2014-08-01T12:00:00-CME-001,570.0,C,,"08/01/2014, 12:00:00"
2014-08-01T18:54:00-CME-001,500.0,C,[{'activityID': '2014-08-01T18:00:00-FLR-001'}],"08/01/2014, 18:54:00"
2014-08-03T03:24:00-CME-001,750.0,C,,"08/03/2014, 03:24:00"
2014-08-03T19:24:00-CME-001,535.0,C,,"08/03/2014, 19:24:00"
2014-08-04T03:12:00-CME-001,341.0,S,,"08/04/2014, 03:12:00"
2014-08-04T16:12:00-CME-001,222.0,S,[{'activityID': '2014-08-09T02:00:00-IPS-001'}],"08/04/2014, 16:12:00"
2014-08-04T22:24:00-CME-001,800.0,C,,"08/04/2014, 22:24:00"
2014-08-05T16:24:00-CME-001,345.0,S,,"08/05/2014, 16:24:00"
2014-08-05T17:36:00-CME-001,,NA,,"08/05/2014, 17:36:00"
2014-08-06T00:00:00-CME-001,428.0,S,[{'activityID': '2014-08-09T12:00:00-IPS-001'}],"08/06/2014, 00:00:00"
2014-08-07T09:12:00-CME-001,389.0,S,"[{'activityID': '2014-08-10T03:00:00-IPS-001'}, {'activityID': '2014-08-11T06:20:00-IPS-001'}]","08/07/2014, 09:12:00"
2014-08-07T19:24:00-CME-001,,NA,,"08/07/2014, 19:24:00"
2014-08-08T17:24:00-CME-001,780.0,C,"[{'activityID': '2014-08-09T19:39:00-IPS-001'}, {'activityID': '2014-08-11T08:20:00-IPS-001'}]","08/08/2014, 17:24:00"
2014-08-09T03:12:00-CME-001,216.0,S,,"08/09/2014, 03:12:00"
2014-08-10T08:45:00-CME-001,225.0,S,,"08/10/2014, 08:45:00"
2014-08-11T00:00:00-CME-001,299.0,S,,"08/11/2014, 00:00:00"
2014-08-12T05:54:00-CME-001,710.0,C,,"08/12/2014, 05:54:00"
2014-08-12T09:12:00-CME-001,210.0,S,,"08/12/2014, 09:12:00"
2014-08-12T21:17:00-CME-001,800.0,C,,"08/12/2014, 21:17:00"
2014-08-14T07:24:00-CME-001,180.0,S,,"08/14/2014, 07:24:00"
2014-08-15T07:12:00-CME-001,245.0,S,,"08/15/2014, 07:12:00"
2014-08-15T08:48:00-CME-001,418.0,S,,"08/15/2014, 08:48:00"
2014-08-15T21:12:00-CME-001,676.0,C,"[{'activityID': '2014-08-19T05:57:00-IPS-001'}, {'activityID': '2014-08-19T21:00:00-GST-001'}]","08/15/2014, 21:12:00"
2014-08-18T01:25:00-CME-001,270.0,S,,"08/18/2014, 01:25:00"
2014-08-19T19:39:00-CME-001,200.0,S,,"08/19/2014, 19:39:00"
2014-08-20T20:24:00-CME-001,,NA,,"08/20/2014, 20:24:00"
2014-08-21T05:36:00-CME-001,290.0,S,,"08/21/2014, 05:36:00"
2014-08-21T14:36:00-CME-001,475.0,S,[{'activityID': '2014-08-21T13:19:00-FLR-001'}],"08/21/2014, 14:36:00"
2014-08-22T11:24:00-CME-001,444.0,S,[{'activityID': '2014-08-27T00:00:00-IPS-001'}],"08/22/2014, 11:24:00"
2014-08-22T17:00:00-CME-001,457.0,S,[{'activityID': '2014-08-27T00:00:00-IPS-001'}],"08/22/2014, 17:00:00"
2014-08-23T18:18:00-CME-001,300.0,S,,"08/23/2014, 18:18:00"
2014-08-24T12:36:00-CME-001,500.0,C,,"08/24/2014, 12:36:00"
2014-08-25T15:36:00-CME-001,500.0,C,[{'activityID': '2014-08-25T14:46:00-FLR-001'}],"08/25/2014, 15:36:00"
2014-08-25T21:24:00-CME-001,800.0,C,[{'activityID': '2014-08-25T20:06:00-FLR-001'}],"08/25/2014, 21:24:00"
2014-08-26T03:12:00-CME-001,460.0,S,,"08/26/2014, 03:12:00"
2014-08-26T09:48:00-CME-001,670.0,C,,"08/26/2014, 09:48:00"
2014-08-26T14:37:00-CME-001,350.0,S,,"08/26/2014, 14:37:00"
2014-08-28T04:36:00-CME-001,385.0,S,,"08/28/2014, 04:36:00"
2014-08-28T12:00:00-CME-001,296.0,S,,"08/28/2014, 12:00:00"
2014-08-28T17:54:00-CME-001,1000.0,O,"[{'activityID': '2014-08-28T20:58:00-SEP-001'}, {'activityID': '2014-08-31T07:00:00-IPS-001'}, {'activityID': '2014-08-31T17:30:00-IPS-001'}]","08/28/2014, 17:54:00"
2014-08-29T11:00:00-CME-001,250.0,S,,"08/29/2014, 11:00:00"
2014-09-01T11:24:00-CME-001,1700.0,O,"[{'activityID': '2014-09-01T12:14:00-SEP-001'}, {'activityID': '2014-09-02T07:05:00-SEP-001'}, {'activityID': '2014-09-02T13:41:00-IPS-001'}, {'activityID': '2014-09-03T07:45:00-IPS-001'}, {'activityID': '2014-09-04T22:45:00-SEP-001'}]","09/01/2014, 11:24:00"
2014-09-01T16:00:00-CME-001,900.0,C,"[{'activityID': '2014-09-02T07:05:00-SEP-001'}, {'activityID': '2014-09-02T08:00:00-IPS-001'}, {'activityID': '2014-09-04T06:00:00-IPS-001'}]","09/01/2014, 16:00:00"
2014-09-01T21:36:00-CME-001,800.0,C,,"09/01/2014, 21:36:00"
2014-09-01T22:24:00-CME-001,1400.0,O,"[{'activityID': '2014-09-02T07:05:00-SEP-001'}, {'activityID': '2014-09-04T06:00:00-IPS-001'}]","09/01/2014, 22:24:00"
2014-09-02T02:36:00-CME-001,1140.0,O,[{'activityID': '2014-09-04T06:00:00-IPS-001'}],"09/02/2014, 02:36:00"
2014-09-02T17:00:00-CME-001,650.0,C,[{'activityID': '2014-09-06T04:33:00-IPS-001'}],"09/02/2014, 17:00:00"
2014-09-03T00:24:00-CME-001,389.0,S,,"09/03/2014, 00:24:00"
2014-09-03T14:12:00-CME-001,606.0,C,[{'activityID': '2014-09-03T13:20:00-FLR-001'}],"09/03/2014, 14:12:00"
2014-09-03T15:48:00-CME-001,416.0,S,,"09/03/2014, 15:48:00"
2014-09-04T09:12:00-CME-001,497.0,S,,"09/04/2014, 09:12:00"
2014-09-04T17:12:00-CME-001,300.0,S,,"09/04/2014, 17:12:00"
2014-09-05T07:12:00-CME-001,467.0,S,,"09/05/2014, 07:12:00"
2014-09-05T19:36:00-CME-001,410.0,S,,"09/05/2014, 19:36:00"
2014-09-06T10:36:00-CME-001,456.0,S,,"09/06/2014, 10:36:00"
2014-09-06T18:00:00-CME-001,,NA,,"09/06/2014, 18:00:00"
2014-09-07T02:24:00-CME-001,525.0,C,,"09/07/2014, 02:24:00"
2014-09-07T19:12:00-CME-001,315.0,S,,"09/07/2014, 19:12:00"
2014-09-08T03:12:00-CME-001,,NA,,"09/08/2014, 03:12:00"
2014-09-08T23:14:00-CME-001,790.0,C,,"09/08/2014, 23:14:00"
2014-09-09T00:16:00-CME-001,780.0,C,"[{'activityID': '2014-09-08T23:12:00-FLR-001'}, {'activityID': '2014-09-11T22:56:00-IPS-001'}]","09/09/2014, 00:16:00"
2014-09-10T02:00:00-CME-001,400.0,S,,"09/10/2014, 02:00:00"
2014-09-10T18:18:00-CME-001,1400.0,O,"[{'activityID': '2014-09-10T17:21:00-FLR-001'}, {'activityID': '2014-09-11T02:40:00-SEP-001'}, {'activityID': '2014-09-11T04:25:00-SEP-001'}, {'activityID': '2014-09-12T15:00:00-GST-001'}, {'activityID': '2014-09-12T15:26:00-IPS-001'}]","09/10/2014, 18:18:00"
2014-09-11T10:36:00-CME-001,386.0,S,,"09/11/2014, 10:36:00"
2014-09-12T19:36:00-CME-001,300.0,S,,"09/12/2014, 19:36:00"
2014-09-12T21:24:00-CME-001,772.0,C,,"09/12/2014, 21:24:00"
2014-09-12T22:12:00-CME-001,669.0,C,,"09/12/2014, 22:12:00"
2014-09-13T00:36:00-CME-001,830.0,C,,"09/13/2014, 00:36:00"
2014-09-13T14:12:00-CME-001,300.0,S,,"09/13/2014, 14:12:00"
2014-09-14T03:12:00-CME-001,430.0,S,[{'activityID': '2014-09-14T02:03:00-FLR-001'}],"09/14/2014, 03:12:00"
2014-09-15T06:00:00-CME-001,450.0,S,,"09/15/2014, 06:00:00"
2014-09-15T20:54:00-CME-001,582.0,C,,"09/15/2014, 20:54:00"
2014-09-16T12:01:00-CME-001,688.0,C,,"09/16/2014, 12:01:00"
2014-09-16T15:37:00-CME-001,200.0,S,,"09/16/2014, 15:37:00"
2014-09-17T15:25:00-CME-001,225.0,S,,"09/17/2014, 15:25:00"
2014-09-17T17:49:00-CME-001,500.0,C,[{'activityID': '2014-09-21T08:00:00-IPS-001'}],"09/17/2014, 17:49:00"
2014-09-18T14:37:00-CME-001,180.0,S,,"09/18/2014, 14:37:00"
2014-09-18T19:24:00-CME-001,310.0,S,,"09/18/2014, 19:24:00"
2014-09-19T05:25:00-CME-001,100.0,S,,"09/19/2014, 05:25:00"
2014-09-19T21:30:00-CME-001,611.0,C,,"09/19/2014, 21:30:00"
2014-09-20T01:48:00-CME-001,602.0,C,,"09/20/2014, 01:48:00"
2014-09-20T05:48:00-CME-001,342.0,S,,"09/20/2014, 05:48:00"
2014-09-21T06:24:00-CME-001,293.0,S,,"09/21/2014, 06:24:00"
2014-09-21T10:48:00-CME-001,508.0,C,,"09/21/2014, 10:48:00"
2014-09-21T21:48:00-CME-001,532.0,C,,"09/21/2014, 21:48:00"
2014-09-22T06:24:00-CME-001,630.0,C,"[{'activityID': '2014-09-24T16:00:00-IPS-001'}, {'activityID': '2014-09-25T14:00:00-IPS-001'}]","09/22/2014, 06:24:00"
2014-09-22T09:12:00-CME-001,795.0,C,"[{'activityID': '2014-09-24T16:00:00-IPS-001'}, {'activityID': '2014-09-25T17:30:00-IPS-001'}]","09/22/2014, 09:12:00"
2014-09-22T15:46:00-CME-001,434.0,S,,"09/22/2014, 15:46:00"
2014-09-23T07:41:00-CME-001,472.0,S,,"09/23/2014, 07:41:00"
2014-09-23T19:12:00-CME-001,338.0,S,,"09/23/2014, 19:12:00"
2014-09-24T00:24:00-CME-001,348.0,S,[{'activityID': '2014-09-23T23:02:00-FLR-001'}],"09/24/2014, 00:24:00"
2014-09-24T01:24:00-CME-001,402.0,S,,"09/24/2014, 01:24:00"
2014-09-24T06:00:00-CME-001,391.0,S,,"09/24/2014, 06:00:00"
2014-09-24T21:54:00-CME-001,1400.0,O,"[{'activityID': '2014-09-25T02:25:00-SEP-001'}, {'activityID': '2014-09-25T19:51:00-SEP-001'}, {'activityID': '2014-09-26T16:00:00-IPS-001'}]","09/24/2014, 21:54:00"
2014-09-25T03:54:00-CME-001,556.0,C,,"09/25/2014, 03:54:00"
2014-09-26T04:38:00-CME-001,1075.0,O,,"09/26/2014, 04:38:00"
2014-09-26T10:00:00-CME-001,211.0,S,,"09/26/2014, 10:00:00"
2014-09-27T08:36:00-CME-001,381.0,S,,"09/27/2014, 08:36:00"
2014-09-28T03:36:00-CME-001,350.0,S,[{'activityID': '2014-09-28T02:39:00-FLR-001'}],"09/28/2014, 03:36:00"
2014-09-29T05:00:00-CME-001,567.0,C,,"09/29/2014, 05:00:00"
2014-10-01T08:12:00-CME-001,600.0,C,,"10/01/2014, 08:12:00"
2014-10-02T04:24:00-CME-001,291.0,S,,"10/02/2014, 04:24:00"
2014-10-02T19:24:00-CME-001,480.0,S,[{'activityID': '2014-10-02T18:49:00-FLR-001'}],"10/02/2014, 19:24:00"
2014-10-03T04:17:00-CME-001,254.0,S,,"10/03/2014, 04:17:00"
2014-10-03T14:24:00-CME-001,350.0,S,,"10/03/2014, 14:24:00"
2014-10-06T13:25:00-CME-001,160.0,S,,"10/06/2014, 13:25:00"
2014-10-06T18:12:00-CME-001,365.0,S,,"10/06/2014, 18:12:00"
2014-10-06T20:00:00-CME-001,160.0,S,,"10/06/2014, 20:00:00"
2014-10-07T13:25:00-CME-001,324.0,S,,"10/07/2014, 13:25:00"
2014-10-07T18:29:00-CME-001,325.0,S,,"10/07/2014, 18:29:00"
2014-10-09T03:48:00-CME-001,204.0,S,,"10/09/2014, 03:48:00"
2014-10-09T16:36:00-CME-001,324.0,S,,"10/09/2014, 16:36:00"
2014-10-10T16:31:00-CME-001,800.0,C,[{'activityID': '2014-10-10T15:42:00-FLR-001'}],"10/10/2014, 16:31:00"
2014-10-10T19:24:00-CME-001,,NA,,"10/10/2014, 19:24:00"
2014-10-10T20:36:00-CME-001,,NA,,"10/10/2014, 20:36:00"
2014-10-11T07:24:00-CME-001,200.0,S,,"10/11/2014, 07:24:00"
2014-10-11T12:24:00-CME-001,,NA,,"10/11/2014, 12:24:00"
2014-10-11T22:24:00-CME-001,557.0,C,,"10/11/2014, 22:24:00"
2014-10-13T00:00:00-CME-001,595.0,C,,"10/13/2014, 00:00:00"
2014-10-13T04:30:00-CME-001,981.0,C,,"10/13/2014, 04:30:00"
2014-10-13T08:06:00-CME-001,250.0,S,,"10/13/2014, 08:06:00"
2014-10-14T19:00:00-CME-001,820.0,C,"[{'activityID': '2014-10-14T19:07:00-FLR-001'}, {'activityID': '2014-10-15T06:57:00-SEP-001'}, {'activityID': '2014-10-16T20:10:00-IPS-001'}]","10/14/2014, 19:00:00"
2014-10-16T00:00:00-CME-001,329.0,S,,"10/16/2014, 00:00:00"
2014-10-16T13:26:00-CME-001,860.0,C,[{'activityID': '2014-10-16T12:58:00-FLR-001'}],"10/16/2014, 13:26:00"
2014-10-17T10:12:00-CME-001,300.0,S,,"10/17/2014, 10:12:00"
2014-10-17T16:00:00-CME-001,700.0,C,,"10/17/2014, 16:00:00"
2014-10-18T09:12:00-CME-001,745.0,C,,"10/18/2014, 09:12:00"
2014-10-19T00:12:00-CME-001,256.0,S,,"10/19/2014, 00:12:00"
2014-10-19T23:12:00-CME-001,326.0,S,,"10/19/2014, 23:12:00"
2014-10-20T15:12:00-CME-001,239.0,S,,"10/20/2014, 15:12:00"
2014-10-20T23:48:00-CME-001,500.0,C,,"10/20/2014, 23:48:00"
2014-10-21T17:48:00-CME-001,300.0,S,,"10/21/2014, 17:48:00"
2014-10-22T16:12:00-CME-001,382.0,S,,"10/22/2014, 16:12:00"
2014-10-22T17:36:00-CME-001,326.0,S,,"10/22/2014, 17:36:00"
2014-10-24T08:12:00-CME-001,750.0,C,[{'activityID': '2014-10-24T07:37:00-FLR-001'}],"10/24/2014, 08:12:00"
2014-10-24T12:00:00-CME-001,340.0,S,,"10/24/2014, 12:00:00"
2014-10-25T13:36:00-CME-001,,NA,,"10/25/2014, 13:36:00"
2014-10-25T21:36:00-CME-001,,NA,,"10/25/2014, 21:36:00"
2014-10-26T03:48:00-CME-001,,NA,,"10/26/2014, 03:48:00"
2014-10-26T19:24:00-CME-001,379.0,S,,"10/26/2014, 19:24:00"
2014-10-27T06:12:00-CME-001,237.0,S,,"10/27/2014, 06:12:00"
2014-10-28T07:12:00-CME-001,310.0,S,,"10/28/2014, 07:12:00"
2014-10-28T20:36:00-CME-001,429.0,S,,"10/28/2014, 20:36:00"
2014-10-29T05:00:00-CME-001,275.0,S,,"10/29/2014, 05:00:00"
2014-10-29T09:12:00-CME-001,480.0,S,,"10/29/2014, 09:12:00"
2014-10-29T14:24:00-CME-001,490.0,S,,"10/29/2014, 14:24:00"
2014-10-30T13:36:00-CME-001,416.0,S,,"10/30/2014, 13:36:00"
2014-10-30T23:36:00-CME-001,528.0,C,,"10/30/2014, 23:36:00"
2014-10-31T09:24:00-CME-001,,NA,,"10/31/2014, 09:24:00"
2014-10-31T18:36:00-CME-001,320.0,S,,"10/31/2014, 18:36:00"
2014-11-01T05:12:00-CME-001,1800.0,O,[{'activityID': '2014-11-03T22:27:00-IPS-001'}],"11/01/2014, 05:12:00"
2014-11-01T17:06:00-CME-001,792.0,C,,"11/01/2014, 17:06:00"
2014-11-01T20:06:00-CME-001,736.0,C,,"11/01/2014, 20:06:00"
2014-11-02T10:24:00-CME-001,548.0,C,,"11/02/2014, 10:24:00"
2014-11-02T21:36:00-CME-001,151.0,S,,"11/02/2014, 21:36:00"
2014-11-03T12:12:00-CME-001,443.0,S,[{'activityID': '2014-11-03T11:23:00-FLR-001'}],"11/03/2014, 12:12:00"
2014-11-03T14:00:00-CME-001,,NA,,"11/03/2014, 14:00:00"
2014-11-03T18:58:00-CME-001,,NA,,"11/03/2014, 18:58:00"
2014-11-03T21:17:00-CME-001,873.0,C,,"11/03/2014, 21:17:00"
2014-11-03T23:12:00-CME-001,601.0,C,[{'activityID': '2014-11-03T22:15:00-FLR-001'}],"11/03/2014, 23:12:00"
2014-11-04T06:12:00-CME-001,191.0,S,,"11/04/2014, 06:12:00"
2014-11-04T09:12:00-CME-001,610.0,C,"[{'activityID': '2014-11-04T07:59:00-FLR-001'}, {'activityID': '2014-11-04T08:52:00-FLR-001'}]","11/04/2014, 09:12:00"
2014-11-05T08:24:00-CME-001,350.0,S,,"11/05/2014, 08:24:00"
2014-11-05T10:12:00-CME-001,460.0,S,[{'activityID': '2014-11-05T09:26:00-FLR-001'}],"11/05/2014, 10:12:00"
2014-11-05T20:00:00-CME-001,407.0,S,[{'activityID': '2014-11-05T18:50:00-FLR-001'}],"11/05/2014, 20:00:00"
2014-11-06T04:00:00-CME-001,477.0,S,[{'activityID': '2014-11-06T03:32:00-FLR-001'}],"11/06/2014, 04:00:00"
2014-11-06T12:00:00-CME-001,704.0,C,,"11/06/2014, 12:00:00"
2014-11-07T04:17:00-CME-001,546.0,C,[{'activityID': '2014-11-07T04:12:00-FLR-001'}],"11/07/2014, 04:17:00"
2014-11-07T04:38:00-CME-001,667.0,C,,"11/07/2014, 04:38:00"
2014-11-07T18:08:00-CME-001,800.0,C,"[{'activityID': '2014-11-07T16:53:00-FLR-001'}, {'activityID': '2014-11-10T01:37:00-IPS-001'}]","11/07/2014, 18:08:00"
2014-11-08T06:12:00-CME-001,246.0,S,,"11/08/2014, 06:12:00"
2014-11-08T17:00:00-CME-001,400.0,S,,"11/08/2014, 17:00:00"
2014-11-09T10:36:00-CME-001,750.0,C,[{'activityID': '2014-11-14T00:00:00-IPS-001'}],"11/09/2014, 10:36:00"
2014-11-10T14:36:00-CME-001,200.0,S,,"11/10/2014, 14:36:00"
2014-11-10T18:48:00-CME-001,310.0,S,,"11/10/2014, 18:48:00"
2014-11-11T04:48:00-CME-001,470.0,S,,"11/11/2014, 04:48:00"
2014-11-11T12:36:00-CME-001,900.0,C,,"11/11/2014, 12:36:00"
2014-11-14T01:54:00-CME-001,750.0,C,,"11/14/2014, 01:54:00"
2014-11-14T07:12:00-CME-001,600.0,C,,"11/14/2014, 07:12:00"
2014-11-15T21:12:00-CME-001,180.0,S,[{'activityID': '2014-11-15T20:38:00-FLR-001'}],"11/15/2014, 21:12:00"
2014-11-16T02:00:00-CME-001,240.0,S,,"11/16/2014, 02:00:00"
2014-11-18T08:00:00-CME-001,390.0,S,,"11/18/2014, 08:00:00"
2014-11-19T02:12:00-CME-001,700.0,C,,"11/19/2014, 02:12:00"
2014-11-21T02:48:00-CME-001,350.0,S,,"11/21/2014, 02:48:00"
2014-11-21T07:12:00-CME-001,290.0,S,,"11/21/2014, 07:12:00"
2014-11-21T17:26:00-CME-001,255.0,S,,"11/21/2014, 17:26:00"
2014-11-23T04:48:00-CME-001,241.0,S,,"11/23/2014, 04:48:00"
2014-11-23T16:36:00-CME-001,440.0,S,,"11/23/2014, 16:36:00"
2014-11-24T20:48:00-CME-002,475.0,S,,"11/24/2014, 20:48:00"
2014-11-25T01:25:00-CME-001,640.0,C,[{'activityID': '2014-11-27T19:00:00-IPS-001'}],"11/25/2014, 01:25:00"
2014-11-25T10:12:00-CME-001,125.0,S,,"11/25/2014, 10:12:00"
2014-11-26T16:52:00-CME-001,300.0,S,,"11/26/2014, 16:52:00"
2014-11-27T07:12:00-CME-001,700.0,C,,"11/27/2014, 07:12:00"
2014-11-28T06:12:00-CME-001,150.0,S,,"11/28/2014, 06:12:00"
2014-11-28T22:00:00-CME-001,315.0,S,,"11/28/2014, 22:00:00"
2014-11-29T00:36:00-CME-001,294.0,S,,"11/29/2014, 00:36:00"
2014-11-29T02:24:00-CME-001,360.0,S,,"11/29/2014, 02:24:00"
2014-11-30T12:24:00-CME-001,300.0,S,,"11/30/2014, 12:24:00"
2014-12-01T13:25:00-CME-001,200.0,S,,"12/01/2014, 13:25:00"
2014-12-01T17:42:00-CME-001,,NA,,"12/01/2014, 17:42:00"
2014-12-01T22:36:00-CME-001,380.0,S,,"12/01/2014, 22:36:00"
2014-12-02T00:36:00-CME-001,245.0,S,,"12/02/2014, 00:36:00"
2014-12-05T06:24:00-CME-001,445.0,S,,"12/05/2014, 06:24:00"
2014-12-06T12:48:00-CME-001,500.0,C,,"12/06/2014, 12:48:00"
2014-12-06T21:48:00-CME-001,250.0,S,,"12/06/2014, 21:48:00"
2014-12-09T13:25:00-CME-001,403.0,S,,"12/09/2014, 13:25:00"
2014-12-10T18:16:00-CME-001,1030.0,O,,"12/10/2014, 18:16:00"
2014-12-12T04:14:00-CME-001,630.0,C,,"12/12/2014, 04:14:00"
2014-12-13T05:48:00-CME-001,449.0,S,,"12/13/2014, 05:48:00"
2014-12-13T14:24:00-CME-001,2400.0,R,"[{'activityID': '2014-12-13T19:16:00-SEP-001'}, {'activityID': '2014-12-15T05:00:00-IPS-001'}]","12/13/2014, 14:24:00"
2014-12-14T09:12:00-CME-001,400.0,S,,"12/14/2014, 09:12:00"
2014-12-14T19:48:00-CME-001,387.0,S,,"12/14/2014, 19:48:00"
2014-12-17T02:00:00-CME-001,1103.0,O,[{'activityID': '2014-12-17T01:41:00-FLR-001'}],"12/17/2014, 02:00:00"
2014-12-17T05:00:00-CME-001,603.0,C,"[{'activityID': '2014-12-17T04:25:00-FLR-001'}, {'activityID': '2014-12-21T04:13:00-IPS-001'}]","12/17/2014, 05:00:00"
2014-12-19T00:27:00-CME-001,885.0,C,"[{'activityID': '2014-12-18T21:41:00-FLR-001'}, {'activityID': '2014-12-21T18:22:00-IPS-001'}, {'activityID': '2014-12-22T01:57:00-MPC-001'}]","12/19/2014, 00:27:00"
2014-12-19T01:04:00-CME-001,544.0,C,,"12/19/2014, 01:04:00"
2014-12-19T10:48:00-CME-001,337.0,S,,"12/19/2014, 10:48:00"
2014-12-20T01:25:00-CME-001,964.0,C,"[{'activityID': '2014-12-20T00:11:00-FLR-001'}, {'activityID': '2014-12-22T14:28:00-IPS-001'}]","12/20/2014, 01:25:00"
2014-12-21T01:36:00-CME-001,300.0,S,,"12/21/2014, 01:36:00"
2014-12-21T13:30:00-CME-001,210.0,S,,"12/21/2014, 13:30:00"
2014-12-21T21:18:00-CME-001,259.0,S,,"12/21/2014, 21:18:00"
2014-12-22T10:00:00-CME-001,125.0,S,,"12/22/2014, 10:00:00"
2014-12-23T11:36:00-CME-001,180.0,S,,"12/23/2014, 11:36:00"
2014-12-25T05:36:00-CME-001,760.0,C,,"12/25/2014, 05:36:00"
2014-12-25T09:12:00-CME-001,970.0,C,,"12/25/2014, 09:12:00"
2014-12-26T05:48:00-CME-001,918.0,C,,"12/26/2014, 05:48:00"
2014-12-26T16:12:00-CME-001,500.0,C,,"12/26/2014, 16:12:00"
2014-12-28T16:36:00-CME-001,545.0,C,,"12/28/2014, 16:36:00"
2014-12-29T05:30:00-CME-001,191.0,S,,"12/29/2014, 05:30:00"
2014-12-29T19:41:00-CME-001,290.0,S,,"12/29/2014, 19:41:00"
2014-12-30T10:00:00-CME-001,500.0,C,,"12/30/2014, 10:00:00"
2014-12-30T13:25:00-CME-001,341.0,S,,"12/30/2014, 13:25:00"
2014-12-30T20:42:00-CME-001,1130.0,O,,"12/30/2014, 20:42:00"
2014-12-31T02:48:00-CME-001,180.0,S,,"12/31/2014, 02:48:00"
2014-12-31T18:24:00-CME-001,,NA,,"12/31/2014, 18:24:00"
2015-01-01T08:24:00-CME-001,350.0,S,,"01/01/2015, 08:24:00"
